Rk,Player,GS,AS,Season,Age,Team,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional
621,Jalen Suggs,19,0,2022-23,21,ORL,53,19,0,1.4,104,113,-0.2,1.5,0.053,-1.8,0.8,-1,0.3,12.5,5,9.6,7.3,18,2.6,2.1,15.9,20.3,G,suggsja01
622,Edmond Sumner,12,0,2022-23,27,BRK,53,12,0,1.3,112,115,0.6,0.7,0.086,-2.4,-0.2,-2.6,-0.1,14,2,9.9,6,13.3,2.1,1.2,13.6,22.1,G,sumneed01
623,Jayson Tatum,74,1,2022-23,24,BOS,74,74,1,10.5,118,110,6.2,4.3,0.185,4.8,0.7,5.5,5.1,23.7,3.2,22.5,13,20.9,1.4,1.6,10.4,32.7,F,tatumja01
624,Klay Thompson,69,0,2022-23,32,GSW,69,69,0,3.1,110,117,1.2,1.9,0.066,1.5,-1.7,-0.3,1,14.7,1.9,11.7,6.9,11,1,1.1,8.6,26.4,G-F,thompkl01
625,Matisse Thybulle,28,0,2022-23,25,PHIPOR,71,28,0,2.1,114,113,0.6,1.5,0.086,-2.7,2.2,-0.5,0.4,10.5,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,G,thybuma01
626,Xavier Tillman Sr.,29,0,2022-23,24,MEM,61,29,0,4.2,129,109,2.3,1.9,0.171,0.3,1.7,1.9,1.2,17.3,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,F,tillmxa01
627,Karl-Anthony Towns,29,0,2022-23,27,MIN,29,29,0,2.7,117,114,1.5,1.1,0.133,2.1,0.9,3,1.2,18.8,5.7,21.6,13.8,22,1,1.5,15,25.6,C-F,townska01
628,Gary Trent Jr.,44,0,2022-23,24,TOR,66,44,0,4.5,116,116,2.5,2,0.102,0.2,0,0.2,1.2,15,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,G,trentga02
629,P.J. Tucker,75,0,2022-23,37,PHI,75,75,0,2.5,117,116,0.9,1.7,0.064,-3.2,0.2,-3,-0.5,5.7,5.9,12.1,9.1,3.9,1,0.7,15.8,6.5,F,tuckepj01
630,Myles Turner,62,0,2022-23,26,IND,62,62,0,5.4,121,114,3.4,2,0.142,1.4,0.7,2.1,1.9,20,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22,C-F,turnemy01
631,Jonas Valančiūnas,79,0,2022-23,30,NOP,79,79,0,5.8,116,110,2.8,3,0.142,0,-0.4,-0.4,0.8,19.3,13,33.3,23.1,11.1,0.5,2.5,14.8,23.4,C,valanjo01
632,Jarred Vanderbilt,65,0,2022-23,23,LALUTA,78,65,0,5.2,123,112,2.7,2.5,0.132,-0.6,1.6,1.1,1.5,15.1,10,23.2,16.7,13.1,2.1,0.9,15.9,13.6,F,vandeja01
633,Fred VanVleet,69,0,2022-23,28,TOR,69,69,0,6.5,117,114,3.7,2.8,0.123,2,0.5,2.5,2.9,17,1.2,12,6.3,28.1,2.4,1.5,10.2,23.2,G,vanvlfr01
634,Devin Vassell,32,0,2022-23,22,SAS,38,32,0,1.2,110,120,0.7,0.5,0.051,1.3,-0.9,0.4,0.7,15.5,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,G-F,vassede01
635,Gabe Vincent,34,0,2022-23,26,MIA,68,34,0,1.4,104,115,-0.3,1.7,0.038,-3.1,-0.3,-3.4,-0.6,9,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,G,vincega01
636,Nikola Vučević,82,0,2022-23,32,CHI,82,82,0,8.3,117,110,3.9,4.4,0.145,1.9,0.7,2.7,3.2,19.1,6.7,30.2,18.6,14.6,1.1,2,10.2,21.9,C,vucevni01
637,Dean Wade,13,0,2022-23,26,CLE,44,13,0,1.8,113,110,0.4,1.4,0.097,-2.9,2.1,-0.7,0.3,8.5,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,F,wadede01
638,Franz Wagner,80,0,2022-23,21,ORL,80,80,0,5.4,115,116,3.1,2.3,0.099,0.4,-0.5,-0.1,1.3,15.9,3,11.2,7.1,17.2,1.4,0.6,11.7,23.5,G-F,wagnefr01
639,Moritz Wagner,18,0,2022-23,25,ORL,57,18,0,3.4,122,114,2.1,1.3,0.149,0.4,0.2,0.6,0.7,17.4,7,19.4,13.2,11.5,1.6,1.1,12.5,21.1,F-C,wagnemo01
640,Lonnie Walker IV,32,0,2022-23,24,LAL,56,32,0,1.8,111,117,0.8,1,0.066,-0.9,-0.5,-1.4,0.2,12.2,1.2,7.6,4.5,7,1.1,1.1,7.4,20.2,G,walkelo01
641,P.J. Washington,73,0,2022-23,24,CHO,73,73,0,2.6,107,116,0.4,2.2,0.052,-1,-0.3,-1.3,0.4,12.9,3.2,13,8,11,1.3,2.9,9.4,20.6,F,washipj01
642,Trendon Watford,12,0,2022-23,22,POR,62,12,0,2.1,118,119,1.3,0.7,0.084,-1.4,-0.4,-1.8,0.1,13.6,4.1,19.2,11.6,16,1.3,0.9,16.2,16.1,F,watfotr01
643,Russell Westbrook,24,0,2022-23,34,LACLAL,73,24,0,1.9,104,113,-0.6,2.6,0.044,0.3,-0.1,0.2,1.2,16.1,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,G,westbru01
644,Derrick White,70,0,2022-23,28,BOS,82,70,0,7.4,124,112,4.4,3.1,0.154,1.1,1.3,2.4,2.6,15.4,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,G,whitede01
645,Aaron Wiggins,14,0,2022-23,24,OKC,70,14,0,2.6,119,116,1.4,1.2,0.097,-1.5,-0.5,-2.1,0,12.2,5.5,12,8.7,8.3,1.4,1.1,12.2,14.5,G,wiggiaa01
646,Andrew Wiggins,37,0,2022-23,27,GSW,37,37,0,2.3,113,114,1,1.3,0.091,-0.1,-0.4,-0.5,0.5,14.7,5.7,11.3,8.6,10.5,1.8,2.1,7.9,21.5,F-G,wiggian01
647,Grant Williams,23,0,2022-23,24,BOS,79,23,0,4.4,118,113,1.9,2.6,0.104,-1.8,0.7,-1.1,0.5,10.3,4.7,14.5,9.7,8.4,1,1.3,13.4,13.1,F,willigr01
648,Jalen Williams,62,0,2022-23,21,OKC,75,62,0,5.6,118,114,3,2.6,0.119,-0.4,0.7,0.3,1.3,15.6,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,G,willija06
649,Jaylin Williams,36,0,2022-23,20,OKC,49,36,0,1.9,115,112,0.7,1.2,0.099,-2.3,0.6,-1.7,0.1,11.2,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,F,willija07
650,Kenrich Williams,10,0,2022-23,28,OKC,53,10,0,3.3,126,114,2,1.3,0.133,0.1,0.4,0.5,0.8,14.4,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,G-F,willike04
651,Mark Williams,17,0,2022-23,21,CHO,43,17,0,2.8,125,110,1.5,1.3,0.163,-0.5,0.6,0.1,0.4,19.8,11.7,27.7,19.6,3.3,1.6,4.7,12,17,C,willima07
652,Patrick Williams,65,0,2022-23,21,CHI,82,65,0,3.5,108,113,0.5,3,0.072,-1.7,0.4,-1.3,0.4,11.2,3.9,12,8,5.8,1.5,2.9,12.3,15.7,F,willipa01
653,Robert Williams,20,0,2022-23,25,BOS,35,20,0,3.8,143,107,2.3,1.6,0.224,1,2.4,3.3,1.1,19.8,14,24.5,19.3,8.5,1.3,5,15.3,11.8,C-F,williro04
654,Zion Williamson,29,1,2022-23,22,NOP,29,29,1,3.6,120,112,2.3,1.2,0.18,4.8,1,5.8,1.9,25.2,6.9,17,12,24.4,1.6,1.6,14.6,30.4,F-C,willizi01
655,Justise Winslow,11,0,2022-23,26,POR,29,11,0,0.4,104,118,-0.1,0.5,0.022,-3.4,0.6,-2.8,-0.2,9.3,7.2,14.3,10.7,17.2,1.9,1.3,17,14.2,F,winslju01
656,James Wiseman,22,0,2022-23,21,DETGSW,45,22,0,1.4,112,116,0.7,0.7,0.077,-2.1,-1.4,-3.5,-0.3,15.6,9.2,25.2,17,5.5,0.4,2.7,11.8,21.2,C,wisemja01
657,Christian Wood,17,0,2022-23,27,DAL,67,17,0,4.8,116,113,2.7,2.1,0.132,1.9,-0.3,1.7,1.6,20.6,5.8,27.4,16.4,11.7,0.9,3.7,11.9,26.4,F,woodch01
658,Delon Wright,14,0,2022-23,30,WAS,50,14,0,3.7,127,112,2.1,1.6,0.146,0.4,3.1,3.4,1.7,16.3,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,G,wrighde01
659,Trae Young,73,0,2022-23,24,ATL,73,73,0,6.7,116,119,5.3,1.4,0.126,5.3,-2,3.3,3.4,22,2.4,7,4.7,42.5,1.5,0.3,15.2,32.6,G,youngtr01
660,Ivica Zubac,76,0,2022-23,25,LAC,76,76,0,6.7,125,112,3.8,2.9,0.149,-1.1,0.2,-0.9,0.6,16.7,12.3,26.5,19.5,5.1,0.7,4,15.9,14.8,C,zubaciv01
661,Precious Achiuwa,28,0,2021-22,22,TOR,73,28,0,2.5,105,110,0.4,2.1,0.07,-2,-0.6,-2.6,-0.2,12.7,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,F,achiupr01
662,Steven Adams,75,0,2021-22,28,MEM,76,75,0,6.8,125,108,3.8,3,0.163,1,1,2,2,17.6,17.9,22,19.9,16.1,1.6,2.7,19.6,12,C,adamsst01
663,Bam Adebayo,56,0,2021-22,24,MIA,56,56,0,7.2,117,104,3.6,3.5,0.188,1.7,2.1,3.8,2.7,21.8,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25,C-F,adebaba01
664,Nickeil Alexander-Walker,21,0,2021-22,23,NOPUTA,65,21,0,0.1,98,114,-1.1,1.1,0.003,-1.8,-1.1,-2.9,-0.3,10.5,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,G,alexani01
665,Grayson Allen,61,0,2021-22,26,MIL,66,61,0,4.2,122,114,2.8,1.4,0.11,0.6,-0.2,0.4,1.1,12.7,1.9,10.9,6.5,7.6,1.2,1,6.7,15.2,G,allengr01
666,Jarrett Allen,56,1,2021-22,23,CLE,56,56,1,8.5,132,106,5.4,3,0.224,2.7,1.2,3.9,2.7,23,12,24.5,18.4,8.2,1.2,3.7,12.7,18.1,C-F,allenja01
667,Kyle Anderson,11,0,2021-22,28,MEM,69,11,0,3.5,110,106,1,2.5,0.113,-0.9,2.1,1.2,1.2,14.4,4.8,21.6,13,16.2,2.5,2.7,12.1,16.2,F-G,anderky01
668,Giannis Antetokounmpo,67,1,2021-22,27,MIL,67,67,1,12.9,124,106,9.2,3.7,0.281,7.6,3.5,11.2,7.4,32.1,6.6,30.4,18.7,31.7,1.6,4,12.2,34.9,F-G,antetgi01
669,Cole Anthony,65,0,2021-22,21,ORL,65,65,0,1.6,103,114,-0.1,1.7,0.038,-0.6,-0.6,-1.2,0.4,13.5,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,G,anthoco01
670,OG Anunoby,48,0,2021-22,24,TOR,48,48,0,3.7,112,111,1.8,1.9,0.104,0.4,0.1,0.5,1.1,14.8,4.4,12.6,8.3,11,2.1,1.4,9.7,20.5,F,anunoog01
671,Deandre Ayton,58,0,2021-22,23,PHO,58,58,0,7.3,124,105,4.1,3.1,0.203,2.2,0.6,2.8,2.1,21.9,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,C,aytonde01
672,Marvin Bagley III,25,0,2021-22,22,DETSAC,48,25,0,2,112,114,1.2,0.9,0.084,-0.5,-1.8,-2.3,-0.1,15.7,9.7,22.7,16,5.2,0.9,1.4,7.4,19.8,F-C,baglema01
673,LaMelo Ball,75,1,2021-22,20,CHO,75,75,1,5.8,111,112,3.4,2.5,0.116,3.3,0.1,3.4,3.3,19.7,4.7,17.4,11,35.7,2.4,1.2,15.3,28.2,G,ballla01
674,Lonzo Ball,35,0,2021-22,24,CHI,35,35,0,2.2,110,111,0.8,1.4,0.088,0.9,1.6,2.5,1.4,14.5,3.3,14.3,8.8,20,2.6,2.2,17.2,17.4,G,balllo01
675,Mo Bamba,69,0,2021-22,23,ORL,71,69,0,4.5,113,108,1.8,2.7,0.118,-0.2,0.9,0.7,1.2,16.5,8.5,24.6,16.5,7.4,1,5.9,10.6,17.2,C,bambamo01
676,Desmond Bane,76,0,2021-22,23,MEM,76,76,0,7.2,119,110,4.5,2.7,0.153,2.5,0.3,2.7,2.7,17.6,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,G,banede01
677,Harrison Barnes,77,0,2021-22,29,SAC,77,77,0,6,121,118,5,1,0.112,1.5,-1.3,0.2,1.4,15.7,3.4,14.9,9.1,10.5,1,0.5,10.4,18.8,F,barneha02
678,Scottie Barnes,74,0,2021-22,20,TOR,74,74,0,6.6,116,111,3.7,2.9,0.122,0.5,0.4,0.9,1.9,16.3,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19,G-F,barnesc01
679,RJ Barrett,70,0,2021-22,21,NYK,70,70,0,2.3,103,113,0.1,2.2,0.046,-0.3,-1.3,-1.6,0.2,13.7,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,G-F,barrerj01
680,Keita Bates-Diop,14,0,2021-22,26,SAS,59,14,0,1.6,111,112,0.6,1,0.08,-2.1,-0.5,-2.6,-0.1,12.4,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,F,bateske01
681,Nicolas Batum,54,0,2021-22,33,LAC,59,54,0,3.7,118,109,1.6,2.1,0.123,0.5,1.9,2.3,1.6,13.5,2.2,15.8,9.2,9.7,1.9,2.4,9,13.3,F-G,batumni01
682,Kent Bazemore,14,0,2021-22,32,LAL,39,14,0,0.1,93,113,-0.4,0.5,0.006,-5.1,0.8,-4.3,-0.3,6,2.6,11,6.8,8.1,2.2,1.5,12.5,13.2,G-F,bazemke01
683,Darius Bazley,53,0,2021-22,21,OKC,69,53,0,1.8,101,111,-0.5,2.2,0.044,-2.1,0.3,-1.8,0.1,12.6,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,F,bazleda01
684,Bradley Beal,40,0,2021-22,28,WAS,40,40,0,1.4,106,117,0.6,0.7,0.046,2,-1.2,0.8,1,17.5,3,11.4,7.3,30.8,1.2,0.9,13.6,30.8,G,bealbr01
685,Malik Beasley,18,0,2021-22,25,MIN,79,18,0,2.9,111,116,1.7,1.2,0.069,0.7,-1.5,-0.7,0.7,11.9,1.4,11.2,6.2,8.5,1,0.6,4.7,19.4,G,beaslma01
686,DeAndre' Bembry,20,0,2021-22,27,BRKMIL,56,20,0,2.2,119,112,1.1,1.1,0.104,-2.2,1.5,-0.7,0.3,11.9,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,F,bembrde01
687,Patrick Beverley,54,0,2021-22,33,MIN,58,54,0,4.1,119,111,2.3,1.7,0.132,0.6,2.1,2.7,1.7,14.8,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,G,beverpa01
688,Saddiq Bey,82,0,2021-22,22,DET,82,82,0,4,110,116,2.4,1.6,0.071,0.9,-1.2,-0.3,1.2,14,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,F,beysa01
689,Khem Birch,28,0,2021-22,29,TOR,55,28,0,2.6,124,111,1.5,1.1,0.126,-1.7,0.4,-1.3,0.2,13.2,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,C-F,birchkh01
690,Goga Bitadze,16,0,2021-22,22,IND,50,16,0,1.9,118,114,1.3,0.6,0.122,-0.2,-0.6,-0.8,0.2,18,11.9,15.3,13.5,11.2,1.4,5,13.6,19.9,C,bitadgo01
691,Bogdan Bogdanović,27,0,2021-22,29,ATL,63,27,0,3.7,114,116,2.5,1.2,0.095,1.5,-0.2,1.3,1.5,15.4,1.7,13,7.4,15.5,1.8,0.7,7.7,21.6,G,bogdabo01
692,Bojan Bogdanović,69,0,2021-22,32,UTA,69,69,0,5.2,116,115,3.6,1.6,0.118,1.6,-1.6,0,1.1,15.7,3.1,11.8,7.6,8.7,0.8,0,10.2,23.7,G-F,bogdabo02
693,Devin Booker,68,1,2021-22,25,PHO,68,68,1,7.6,113,109,4.3,3.3,0.156,3.9,0.2,4.1,3.6,21.3,2.1,13.2,7.8,22.4,1.6,1,9.3,32,G,bookede01
694,Mikal Bridges,82,0,2021-22,25,PHO,82,82,0,8.9,125,110,5.2,3.7,0.15,0.5,1.1,1.6,2.6,14.4,2.9,10,6.5,8.7,1.6,1.1,6.8,15,F-G,bridgmi01
695,Miles Bridges,80,0,2021-22,23,CHO,80,80,0,7.2,117,114,5,2.3,0.123,1.8,-0.3,1.5,2.5,17.9,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,G-F,bridgmi02
696,Oshae Brissett,25,0,2021-22,23,IND,67,25,0,2.2,112,116,1.4,0.9,0.069,-0.5,-1.7,-2.2,-0.1,12.9,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,F,brissos01
697,Malcolm Brogdon,36,0,2021-22,29,IND,36,36,0,2.7,116,118,2.2,0.4,0.106,2.8,-0.5,2.3,1.3,18,3,14.3,8.6,26.9,1.2,1,11.1,24.6,G,brogdma01
698,Armoni Brooks,11,0,2021-22,23,HOUTOR,54,11,0,0.2,101,117,-0.1,0.4,0.014,-2.6,-1.3,-3.9,-0.4,8.4,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,G,brookar01
699,Dillon Brooks,31,0,2021-22,26,MEM,32,31,0,1.6,108,112,0.7,0.9,0.087,-1,-0.8,-1.8,0,15.5,3.4,8.8,6,15.4,1.9,0.8,8,28.8,F-G,brookdi01
700,Bruce Brown,45,0,2021-22,25,BRK,72,45,0,4.8,121,111,2.8,2,0.13,-0.4,1.1,0.7,1.2,15,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15,G-F,brownbr01
701,Jaylen Brown,66,0,2021-22,25,BOS,66,66,0,5.8,109,108,2.3,3.4,0.124,1.9,0.1,2.1,2.2,18.9,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,F-G,brownja02
702,Jalen Brunson,61,0,2021-22,25,DAL,79,61,0,7.5,118,112,4.9,2.7,0.143,0.9,0,0.9,1.9,17.1,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,G,brunsja01
703,Reggie Bullock,37,0,2021-22,30,DAL,68,37,0,3.2,111,112,1.2,2,0.08,-1.4,0,-1.4,0.3,9.2,1.9,12.2,7,6.1,1.1,0.7,7.1,13.3,G-F,bullore01
704,Alec Burks,44,0,2021-22,30,NYK,81,44,0,6.1,117,110,3.2,2.9,0.126,-0.4,1.2,0.8,1.7,13.7,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,G,burksal01
705,Jimmy Butler,57,1,2021-22,32,MIA,57,57,1,9.2,124,108,6.2,2.9,0.228,4.5,1.9,6.3,4,23.6,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,F-G,butleji01
706,Kentavious Caldwell-Pope,77,0,2021-22,28,WAS,77,77,0,2.8,109,116,1.4,1.4,0.058,-0.9,-0.6,-1.5,0.3,12.6,2,10.3,6.2,9.1,1.8,0.9,9.8,19,G,caldwke01
707,Clint Capela,73,0,2021-22,27,ATL,74,73,0,8.3,132,109,5.6,2.7,0.195,2.1,-0.1,2,2.1,21.4,15,31.9,23.5,6.6,1.3,4.1,6.1,15.5,C,capelca01
708,Wendell Carter Jr.,61,0,2021-22,22,ORL,62,61,0,5,115,110,2.6,2.4,0.129,1,0.6,1.6,1.7,18.4,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,C,cartewe01
709,Alex Caruso,18,0,2021-22,27,CHI,41,18,0,2,110,112,0.7,1.2,0.082,-2.2,2.3,0.2,0.6,11.7,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,G,carusal01
710,Nic Claxton,19,0,2021-22,22,BRK,47,19,0,3.5,130,111,2.3,1.2,0.171,0.3,0.2,0.5,0.6,18.6,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,C,claxtni01
711,Amir Coffey,30,0,2021-22,24,LAC,69,30,0,3.8,120,113,2.3,1.5,0.116,-0.3,0,-0.3,0.7,13,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,G,coffeam01
712,John Collins,53,0,2021-22,24,ATL,54,53,0,5.1,122,114,3.6,1.4,0.146,1.5,0,1.5,1.5,18.7,6.2,21.5,13.9,8.9,1,3,7.7,20.5,F,collijo01
713,Mike Conley,72,0,2021-22,34,UTA,72,72,0,6.7,120,111,4.4,2.3,0.157,2.4,0.7,3.1,2.7,17.2,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,G,conlemi01
714,Pat Connaughton,19,0,2021-22,29,MIL,65,19,0,4.4,124,113,2.8,1.6,0.125,0.8,0.3,1.2,1.4,13.4,2.9,14,8.6,6.6,1.7,0.9,6.3,14,G,connapa01
715,Robert Covington,42,0,2021-22,31,LACPOR,71,42,0,3.2,108,110,0.8,2.4,0.08,-1.6,1.7,0.2,1.1,12.4,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,F-C,covinro01
716,Torrey Craig,16,0,2021-22,31,INDPHO,78,16,0,2.3,110,113,0.9,1.4,0.07,-1.7,-0.1,-1.8,0.1,11,5.9,15.4,10.7,7.6,1.4,2,12.6,14.3,G-F,craigto01
717,Jae Crowder,67,0,2021-22,31,PHO,67,67,0,4.3,109,105,0.9,3.4,0.11,-1.3,2.4,1.1,1.5,11.3,1.8,18,10.1,8.3,2.4,1.4,8.6,14.6,F,crowdja01
718,Cade Cunningham,64,0,2021-22,20,DET,64,64,0,-0.5,96,113,-2.4,1.9,-0.011,-1.1,-0.5,-1.6,0.2,13.1,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,G,cunnica01
719,Seth Curry,64,0,2021-22,31,BRKPHI,64,64,0,4.2,115,115,2.7,1.5,0.095,0.3,-0.9,-0.6,0.8,13.7,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,G,curryse01
720,Stephen Curry,64,1,2021-22,33,GSW,64,64,1,8,115,108,4.6,3.4,0.173,5.4,0.4,5.8,4.4,21.4,1.7,14.4,8.3,30.4,1.9,1,13.2,30.8,G,curryst01
721,Anthony Davis,40,0,2021-22,28,LAL,40,40,0,4.5,115,109,2.6,2,0.155,2.6,1.2,3.8,2,23.9,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,F-C,davisan02
722,Terence Davis,11,0,2021-22,24,SAC,30,11,0,0.5,103,113,0,0.5,0.044,-0.6,-0.4,-0.9,0.2,14.6,2.2,17,9.5,11.9,2.2,1.8,10.3,25.6,G,daviste02
723,Dewayne Dedmon,15,0,2021-22,32,MIA,67,15,0,3.5,117,105,1.5,2,0.157,-2.2,1.1,-1,0.3,15.9,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,C,dedmode01
724,DeMar DeRozan,76,1,2021-22,32,CHI,76,76,1,8.8,117,115,7,1.8,0.154,3.4,-0.9,2.5,3.1,23.1,2.3,13.7,8,23.3,1.2,0.8,9.2,31.8,G-F,derozde01
725,Hamidou Diallo,29,0,2021-22,23,DET,58,29,0,2.1,107,111,0.6,1.5,0.079,-1.2,0.7,-0.5,0.5,15.7,5.6,18.7,11.8,9.8,2.7,1.2,9,21.8,G,diallha01
726,Spencer Dinwiddie,51,0,2021-22,28,DALWAS,67,51,0,4.1,114,115,2.7,1.4,0.098,0.8,-0.4,0.3,1.1,15.1,2.6,13,7.8,25.7,1.1,0.6,10.9,21.4,G,dinwisp01
727,Luka Dončić,65,1,2021-22,22,DAL,65,65,1,7.6,110,107,3.8,3.8,0.159,6.4,1.8,8.2,5.9,25.1,2.7,26,14.3,46,1.6,1.4,15.3,37.4,G-F,doncilu01
728,Luguentz Dort,51,0,2021-22,22,OKC,51,51,0,1.4,104,115,0.2,1.1,0.04,-1.5,-0.7,-2.3,-0.1,12.3,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,G,dortlu01
729,Ayo Dosunmu,40,0,2021-22,22,CHI,77,40,0,3,113,115,1.7,1.3,0.069,-1.9,-0.1,-2,0,11.2,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,G,dosunay01
730,Andre Drummond,36,0,2021-22,28,BRKPHI,73,36,0,5.1,114,102,2,3.1,0.17,-0.1,1.4,1.3,1.2,21,18,34.1,26.2,13.7,2.7,4.2,18.5,19,C,drumman01
731,Chris Duarte,39,0,2021-22,24,IND,55,39,0,0.9,104,117,0.2,0.7,0.029,-1.2,-1.1,-2.3,-0.1,12.3,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,G,duartch01
732,Kevin Durant,55,1,2021-22,33,BRK,55,55,1,8.4,121,112,6.4,2,0.198,6.4,0.7,7.2,4.8,25.6,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,F-G,duranke01
733,Anthony Edwards,72,0,2021-22,20,MIN,72,72,0,4.3,108,112,1.8,2.4,0.084,1.6,-0.4,1.2,2,16.5,2.6,12.5,7.5,17.4,2,1.8,12.2,26.4,G-F,edwaran01
734,Kessler Edwards,23,0,2021-22,21,BRK,48,23,0,0.6,100,113,-0.2,0.9,0.031,-3.1,-0.8,-3.8,-0.5,8.3,5,13.8,9.5,4.1,1.4,2.2,13.2,13.8,F,edwarke02
735,CJ Elleby,28,0,2021-22,21,POR,58,28,0,0.4,102,117,-0.1,0.5,0.016,-3.8,-1.5,-5.3,-1,9.2,6,15.6,10.6,10.6,1.5,1.6,14,14.8,F,ellebcj01
736,Joel Embiid,68,1,2021-22,27,PHI,68,68,1,12,119,105,7.9,4.1,0.252,7.2,2,9.2,6.5,31.2,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,C,embiijo01
737,Drew Eubanks,31,0,2021-22,24,PORSAS,71,31,0,3.4,120,113,2.2,1.1,0.13,-0.5,-0.9,-1.4,0.2,18,11,22.2,16.5,10.1,1.2,2.8,15.9,17.5,F,eubandr01
738,Derrick Favors,18,0,2021-22,30,OKC,39,18,0,1.4,118,112,0.8,0.7,0.105,-2.3,0.3,-2.1,0,13.6,9,20.2,14.5,5.9,1.3,1.7,4.5,13.4,F-C,favorde01
739,Dorian Finney-Smith,80,0,2021-22,28,DAL,80,80,0,6.6,119,110,3.4,3.2,0.121,0.1,0.7,0.8,1.9,12.5,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,F,finnedo01
740,Evan Fournier,80,0,2021-22,29,NYK,80,80,0,3.7,109,113,1.5,2.2,0.075,-0.4,-0.3,-0.7,0.7,12.3,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,G-F,fournev01
741,De'Aaron Fox,59,0,2021-22,24,SAC,59,59,0,2.5,107,117,1.5,1,0.058,0.6,-1.2,-0.6,0.7,17.4,1.3,10.9,6,26.8,1.6,1,11.9,29.1,G,foxde01
742,Daniel Gafford,53,0,2021-22,23,WAS,72,53,0,6,134,111,4.4,1.6,0.198,1.1,0.5,1.6,1.3,21.8,12.1,19,15.6,7.3,1,5.8,12,16.7,C-F,gaffoda01
743,Danilo Gallinari,18,0,2021-22,33,ATL,66,18,0,3.6,120,117,2.8,0.8,0.105,1,-1.2,-0.2,0.8,14.3,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,F,gallida01
744,Darius Garland,68,1,2021-22,22,CLE,68,68,1,6.3,112,112,3.8,2.5,0.125,3.4,-0.8,2.6,2.8,19,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,G,garlada01
745,Paul George,31,0,2021-22,31,LAC,31,31,0,1.3,100,106,-0.6,1.9,0.057,1.8,1.9,3.7,1.6,18.6,1.2,19.2,10.5,28.1,3,1,15.2,33.7,F-G,georgpa01
