Player,AS_x,Season,Age,Team_x,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Rk_y,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional_y
Bruce Brown,0,2021-22,25,BRK,72,45,1774,256,506,218,412,38,94,97,128,100,245,345,148,77,52,56,176,647,0.506,0.529,0.404,0.758,0.575,0.543,700,4.8,121,111,2.8,2,0.13,-0.4,1.1,0.7,1.2,15,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15,G-F,brownbr01
Jaylen Brown,0,2021-22,25,BOS,66,66,2220,576,1217,410,753,166,464,241,318,53,351,404,231,70,18,178,163,1559,0.473,0.544,0.358,0.758,0.574,0.541,701,5.8,109,108,2.3,3.4,0.124,1.9,0.1,2.1,2.2,18.9,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,F-G,brownja02
Jalen Brunson,0,2021-22,25,DAL,79,61,2524,506,1008,412,756,94,252,179,213,43,266,309,377,66,3,124,151,1285,0.502,0.545,0.373,0.84,0.583,0.549,702,7.5,118,112,4.9,2.7,0.143,0.9,0,0.9,1.9,17.1,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,G,brunsja01
Reggie Bullock,0,2021-22,30,DAL,68,37,1902,201,501,60,109,141,392,40,48,33,208,241,83,41,14,40,111,583,0.401,0.55,0.36,0.833,0.558,0.542,703,3.2,111,112,1.2,2,0.08,-1.4,0,-1.4,0.3,9.2,1.9,12.2,7,6.1,1.1,0.7,7.1,13.3,G-F,bullore01
Alec Burks,0,2021-22,30,NYK,81,44,2318,285,728,128,339,157,389,217,264,47,350,397,239,85,26,91,215,944,0.391,0.378,0.404,0.822,0.559,0.499,704,6.1,117,110,3.2,2.9,0.126,-0.4,1.2,0.8,1.7,13.7,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,G,burksal01
Jimmy Butler,1,2021-22,32,MIA,57,57,1931,398,829,371,713,27,116,396,455,102,234,336,312,94,27,121,88,1219,0.48,0.52,0.233,0.87,0.592,0.496,705,9.2,124,108,6.2,2.9,0.228,4.5,1.9,6.3,4,23.6,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,F-G,butleji01
Kentavious Caldwell-Pope,0,2021-22,28,WAS,77,77,2329,361,829,202,421,159,408,137,154,41,220,261,145,83,26,97,139,1018,0.435,0.48,0.39,0.89,0.568,0.531,706,2.8,109,116,1.4,1.4,0.058,-0.9,-0.6,-1.5,0.3,12.6,2,10.3,6.2,9.1,1.8,0.9,9.8,19,G,caldwke01
Clint Capela,0,2021-22,27,ATL,74,73,2042,370,604,370,603,0,1,80,169,279,598,877,92,55,93,44,166,820,0.613,0.614,0,0.473,0.604,0.613,707,8.3,132,109,5.6,2.7,0.195,2.1,-0.1,2,2.1,21.4,15,31.9,23.5,6.6,1.3,4.1,6.1,15.5,C,capelca01
Wendell Carter Jr.,0,2021-22,22,ORL,62,61,1852,359,684,289,470,70,214,143,207,139,509,648,171,36,43,117,169,931,0.525,0.615,0.327,0.691,0.601,0.576,708,5,115,110,2.6,2.4,0.129,1,0.6,1.6,1.7,18.4,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,C,cartewe01
Alex Caruso,0,2021-22,27,CHI,41,18,1147,102,256,60,130,42,126,58,73,33,115,148,165,71,15,57,106,304,0.398,0.462,0.333,0.795,0.528,0.48,709,2,110,112,0.7,1.2,0.082,-2.2,2.3,0.2,0.6,11.7,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,G,carusal01
Nic Claxton,0,2021-22,22,BRK,47,19,974,178,264,178,264,0,0,54,93,91,173,264,43,24,51,38,110,410,0.674,0.674,,0.581,0.672,0.674,710,3.5,130,111,2.3,1.2,0.171,0.3,0.2,0.5,0.6,18.6,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,C,claxtni01
Amir Coffey,0,2021-22,24,LAC,69,30,1567,211,466,115,212,96,254,101,117,26,171,197,124,38,15,45,87,619,0.453,0.542,0.378,0.863,0.598,0.556,711,3.8,120,113,2.3,1.5,0.116,-0.3,0,-0.3,0.7,13,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,G,coffeam01
John Collins,0,2021-22,24,ATL,54,53,1663,339,644,275,468,64,176,134,169,93,329,422,98,33,56,60,164,876,0.526,0.588,0.364,0.793,0.61,0.576,712,5.1,122,114,3.6,1.4,0.146,1.5,0,1.5,1.5,18.7,6.2,21.5,13.9,8.9,1,3,7.7,20.5,F,collijo01
Mike Conley,0,2021-22,34,UTA,72,72,2058,344,791,175,377,169,414,129,162,47,170,217,385,96,21,123,142,986,0.435,0.464,0.408,0.796,0.572,0.542,713,6.7,120,111,4.4,2.3,0.157,2.4,0.7,3.1,2.7,17.2,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,G,conlemi01
Pat Connaughton,0,2021-22,29,MIL,65,19,1691,227,496,81,126,146,370,45,54,45,228,273,82,59,15,35,86,645,0.458,0.643,0.395,0.833,0.62,0.605,714,4.4,124,113,2.8,1.6,0.125,0.8,0.3,1.2,1.4,13.4,2.9,14,8.6,6.6,1.7,0.9,6.3,14,G,connapa01
Robert Covington,0,2021-22,31,LACPOR,71,42,1940,209,498,81,159,128,339,58,69,59,332,391,92,103,91,75,190,604,0.42,0.509,0.378,0.841,0.572,0.548,715,3.2,108,110,0.8,2.4,0.08,-1.6,1.7,0.2,1.1,12.4,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,F-C,covinro01
Torrey Craig,0,2021-22,31,INDPHO,78,16,1596,200,441,123,207,77,234,39,52,86,224,310,91,46,36,67,151,516,0.454,0.594,0.329,0.75,0.556,0.541,716,2.3,110,113,0.9,1.4,0.07,-1.7,-0.1,-1.8,0.1,11,5.9,15.4,10.7,7.6,1.4,2,12.6,14.3,G-F,craigto01
Jae Crowder,0,2021-22,31,PHO,67,67,1886,217,544,90,179,127,365,71,90,30,324,354,124,95,30,55,173,632,0.399,0.503,0.348,0.789,0.541,0.516,717,4.3,109,105,0.9,3.4,0.11,-1.3,2.4,1.1,1.5,11.3,1.8,18,10.1,8.3,2.4,1.4,8.6,14.6,F,crowdja01
Cade Cunningham,0,2021-22,20,DET,64,64,2088,429,1031,315,668,114,363,142,168,58,296,354,356,78,43,234,200,1114,0.416,0.472,0.314,0.845,0.504,0.471,718,-0.5,96,113,-2.4,1.9,-0.011,-1.1,-0.5,-1.6,0.2,13.1,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,G,cunnica01
Seth Curry,0,2021-22,31,BRKPHI,64,64,2135,360,739,202,365,158,374,82,94,21,179,200,230,53,14,109,148,960,0.487,0.553,0.422,0.872,0.615,0.594,719,4.2,115,115,2.7,1.5,0.095,0.3,-0.9,-0.6,0.8,13.7,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,G,curryse01
Stephen Curry,1,2021-22,33,GSW,64,64,2211,535,1224,250,474,285,750,275,298,34,301,335,404,85,23,206,130,1630,0.437,0.527,0.38,0.923,0.601,0.554,720,8,115,108,4.6,3.4,0.173,5.4,0.4,5.8,4.4,21.4,1.7,14.4,8.3,30.4,1.9,1,13.2,30.8,G,curryst01
Anthony Davis,0,2021-22,28,LAL,40,40,1404,370,695,357,625,13,70,174,244,106,288,394,122,49,90,82,97,927,0.532,0.571,0.186,0.713,0.578,0.542,721,4.5,115,109,2.6,2,0.155,2.6,1.2,3.8,2,23.9,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,F-C,davisan02
Terence Davis,0,2021-22,24,SAC,30,11,536,113,267,64,118,49,149,36,44,11,83,94,40,25,11,33,70,311,0.423,0.542,0.329,0.818,0.543,0.515,722,0.5,103,113,0,0.5,0.044,-0.6,-0.4,-0.9,0.2,14.6,2.2,17,9.5,11.9,2.2,1.8,10.3,25.6,G,daviste02
Dewayne Dedmon,0,2021-22,32,MIA,67,15,1065,164,290,145,243,19,47,75,100,105,281,386,47,24,42,70,174,422,0.566,0.597,0.404,0.75,0.632,0.598,723,3.5,117,105,1.5,2,0.157,-2.2,1.1,-1,0.3,15.9,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,C,dedmode01
DeMar DeRozan,1,2021-22,32,CHI,76,76,2743,774,1535,724,1393,50,142,520,593,56,336,392,374,68,24,181,178,2118,0.504,0.52,0.352,0.877,0.59,0.521,724,8.8,117,115,7,1.8,0.154,3.4,-0.9,2.5,3.1,23.1,2.3,13.7,8,23.3,1.2,0.8,9.2,31.8,G-F,derozde01
Hamidou Diallo,0,2021-22,23,DET,58,29,1269,261,526,238,433,23,93,91,140,69,208,277,73,71,17,58,143,636,0.496,0.55,0.247,0.65,0.541,0.518,725,2.1,107,111,0.6,1.5,0.079,-1.2,0.7,-0.5,0.5,15.7,5.6,18.7,11.8,9.8,2.7,1.2,9,21.8,G,diallha01
Spencer Dinwiddie,0,2021-22,28,DALWAS,67,51,1980,306,735,194,405,112,330,195,252,45,234,279,346,44,13,104,150,919,0.416,0.479,0.339,0.774,0.543,0.493,726,4.1,114,115,2.7,1.4,0.098,0.8,-0.4,0.3,1.1,15.1,2.6,13,7.8,25.7,1.1,0.6,10.9,21.4,G,dinwisp01
Luka Dončić,1,2021-22,22,DAL,65,65,2301,641,1403,440,834,201,569,364,489,56,537,593,568,75,36,292,145,1847,0.457,0.528,0.353,0.744,0.571,0.529,727,7.6,110,107,3.8,3.8,0.159,6.4,1.8,8.2,5.9,25.1,2.7,26,14.3,46,1.6,1.4,15.3,37.4,G-F,doncilu01
Luguentz Dort,0,2021-22,22,OKC,51,51,1665,293,726,163,335,130,391,161,191,38,174,212,88,46,18,88,149,877,0.404,0.487,0.332,0.843,0.541,0.493,728,1.4,104,115,0.2,1.1,0.04,-1.5,-0.7,-2.3,-0.1,12.3,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,G,dortlu01
Ayo Dosunmu,0,2021-22,22,CHI,77,40,2110,278,535,208,349,70,186,53,78,27,187,214,256,60,29,108,182,679,0.52,0.596,0.376,0.679,0.596,0.585,729,3,113,115,1.7,1.3,0.069,-1.9,-0.1,-2,0,11.2,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,G,dosunay01
Andre Drummond,0,2021-22,28,BRKPHI,73,36,1437,247,433,247,430,0,3,86,164,229,451,680,131,78,68,115,192,580,0.57,0.574,0,0.524,0.574,0.57,730,5.1,114,102,2,3.1,0.17,-0.1,1.4,1.3,1.2,21,18,34.1,26.2,13.7,2.7,4.2,18.5,19,C,drumman01
Chris Duarte,0,2021-22,24,IND,55,39,1541,268,621,174,366,94,255,90,112,41,185,226,114,56,10,90,95,720,0.432,0.475,0.369,0.804,0.537,0.507,731,0.9,104,117,0.2,0.7,0.029,-1.2,-1.1,-2.3,-0.1,12.3,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,G,duartch01
Kevin Durant,1,2021-22,33,BRK,55,55,2047,578,1115,463,815,115,300,372,409,29,378,407,351,48,52,191,113,1643,0.518,0.568,0.383,0.91,0.634,0.57,732,8.4,121,112,6.4,2,0.198,6.4,0.7,7.2,4.8,25.6,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,F-G,duranke01
Anthony Edwards,0,2021-22,20,MIN,72,72,2466,549,1245,334,643,215,602,220,280,62,281,343,275,105,46,190,164,1533,0.441,0.519,0.357,0.786,0.56,0.527,733,4.3,108,112,1.8,2.4,0.084,1.6,-0.4,1.2,2,16.5,2.6,12.5,7.5,17.4,2,1.8,12.2,26.4,G-F,edwaran01
Kessler Edwards,0,2021-22,21,BRK,48,23,987,110,267,62,131,48,136,16,19,44,128,172,31,29,24,42,85,284,0.412,0.473,0.353,0.842,0.516,0.502,734,0.6,100,113,-0.2,0.9,0.031,-3.1,-0.8,-3.8,-0.5,8.3,5,13.8,9.5,4.1,1.4,2.2,13.2,13.8,F,edwarke02
CJ Elleby,0,2021-22,21,POR,58,28,1174,121,308,84,182,37,126,60,84,66,161,227,87,35,19,56,116,339,0.393,0.462,0.294,0.714,0.491,0.453,735,0.4,102,117,-0.1,0.5,0.016,-3.8,-1.5,-5.3,-1,9.2,6,15.6,10.6,10.6,1.5,1.6,14,14.8,F,ellebcj01
Joel Embiid,1,2021-22,27,PHI,68,68,2297,666,1334,573,1083,93,251,654,803,146,650,796,284,77,99,214,181,2079,0.499,0.529,0.371,0.814,0.616,0.534,736,12,119,105,7.9,4.1,0.252,7.2,2,9.2,6.5,31.2,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,C,embiijo01
Drew Eubanks,0,2021-22,24,PORSAS,71,31,1245,221,371,216,348,5,23,99,130,130,252,382,85,31,40,81,122,546,0.596,0.621,0.217,0.762,0.638,0.602,737,3.4,120,113,2.2,1.1,0.13,-0.5,-0.9,-1.4,0.2,18,11,22.2,16.5,10.1,1.2,2.8,15.9,17.5,F,eubandr01
Derrick Favors,0,2021-22,30,OKC,39,18,653,94,182,92,166,2,16,16,25,58,126,184,25,17,12,9,62,206,0.516,0.554,0.125,0.64,0.534,0.522,738,1.4,118,112,0.8,0.7,0.105,-2.3,0.3,-2.1,0,13.6,9,20.2,14.5,5.9,1.3,1.7,4.5,13.4,F-C,favorde01
Dorian Finney-Smith,0,2021-22,28,DAL,80,80,2644,326,692,154,257,172,435,56,83,122,253,375,150,88,39,80,183,880,0.471,0.599,0.395,0.675,0.604,0.595,739,6.6,119,110,3.4,3.2,0.121,0.1,0.7,0.8,1.9,12.5,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,F,finnedo01
Evan Fournier,0,2021-22,29,NYK,80,80,2358,402,965,161,346,241,619,80,113,34,176,210,171,79,20,105,180,1125,0.417,0.465,0.389,0.708,0.554,0.541,740,3.7,109,113,1.5,2.2,0.075,-0.4,-0.3,-0.7,0.7,12.3,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,G-F,fournev01
De'Aaron Fox,0,2021-22,24,SAC,59,59,2084,516,1092,442,843,74,249,261,348,25,206,231,330,68,25,168,172,1367,0.473,0.524,0.297,0.75,0.549,0.506,741,2.5,107,117,1.5,1,0.058,0.6,-1.2,-0.6,0.7,17.4,1.3,10.9,6,26.8,1.6,1,11.9,29.1,G,foxde01
Daniel Gafford,0,2021-22,23,WAS,72,53,1444,285,411,285,410,0,1,107,153,155,252,407,68,30,99,65,170,677,0.693,0.695,0,0.699,0.708,0.693,742,6,134,111,4.4,1.6,0.198,1.1,0.5,1.6,1.3,21.8,12.1,19,15.6,7.3,1,5.8,12,16.7,C-F,gaffoda01
Danilo Gallinari,0,2021-22,33,ATL,66,18,1672,259,597,147,303,112,294,141,156,35,273,308,101,28,12,38,93,771,0.434,0.485,0.381,0.904,0.579,0.528,743,3.6,120,117,2.8,0.8,0.105,1,-1.2,-0.2,0.8,14.3,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,F,gallida01
Darius Garland,1,2021-22,22,CLE,68,68,2430,542,1173,368,719,174,454,215,241,39,185,224,583,89,7,248,115,1473,0.462,0.512,0.383,0.892,0.576,0.536,744,6.3,112,112,3.8,2.5,0.125,3.4,-0.8,2.6,2.8,19,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,G,garlada01
Paul George,0,2021-22,31,LAC,31,31,1077,268,636,177,379,91,257,127,148,12,201,213,176,67,13,126,74,754,0.421,0.467,0.354,0.858,0.538,0.493,745,1.3,100,106,-0.6,1.9,0.057,1.8,1.9,3.7,1.6,18.6,1.2,19.2,10.5,28.1,3,1,15.2,33.7,F-G,georgpa01
Josh Giddey,0,2021-22,19,OKC,54,54,1700,281,670,225,457,56,213,56,79,98,323,421,345,51,20,171,88,674,0.419,0.492,0.263,0.709,0.478,0.461,746,0.4,97,112,-1.3,1.7,0.01,-1.2,0.3,-0.9,0.5,13.3,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,G,giddejo01
Shai Gilgeous-Alexander,0,2021-22,23,OKC,56,56,1942,477,1052,388,755,89,297,328,405,37,241,278,331,71,46,154,142,1371,0.453,0.514,0.3,0.81,0.557,0.496,747,4.6,111,113,2.8,1.8,0.113,2.9,0.5,3.4,2.7,20.9,1.9,13,7.4,31.1,1.8,2.2,11.1,30.8,G,gilgesh01
Rudy Gobert,1,2021-22,29,UTA,66,66,2120,362,508,362,504,0,4,303,439,241,727,968,72,45,137,119,176,1027,0.713,0.718,0,0.69,0.732,0.713,748,11.7,137,103,7.3,4.3,0.264,2.9,1.7,4.6,3.6,24.7,12.9,36.3,25,5.1,1,5.7,14.5,16.9,C,goberru01
Aaron Gordon,0,2021-22,26,DEN,75,75,2376,434,834,347,574,87,260,171,230,125,314,439,188,44,44,133,148,1126,0.52,0.605,0.335,0.743,0.602,0.573,749,5.2,115,114,3.2,2,0.105,0.5,-1.1,-0.6,0.9,15.3,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,F,gordoaa01
Eric Gordon,0,2021-22,33,HOU,57,46,1670,268,564,144,263,124,301,105,135,15,98,113,154,28,18,107,63,765,0.475,0.548,0.412,0.778,0.614,0.585,750,1.4,111,121,1.5,-0.1,0.04,-0.1,-2.2,-2.3,-0.1,12.1,1,6.5,3.7,14.1,0.8,1,14.6,18.6,G-F,gordoer01
Devonte' Graham,0,2021-22,26,NOP,76,63,2162,296,815,104,252,192,563,118,140,37,140,177,316,71,12,105,95,902,0.363,0.413,0.341,0.843,0.514,0.481,751,2.8,109,116,1.6,1.2,0.062,0.2,-1.2,-1,0.5,12.1,1.9,7.3,4.5,21,1.6,0.5,10.7,19.5,G,grahade01
Jerami Grant,0,2021-22,27,DET,47,47,1500,298,699,207,445,91,254,217,259,28,163,191,111,44,49,85,107,904,0.426,0.465,0.358,0.838,0.556,0.491,752,2.3,109,114,1.2,1.1,0.075,1.4,-0.2,1.2,1.2,16.1,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,F,grantje01
Draymond Green,1,2021-22,31,GSW,46,44,1329,135,257,119,203,16,54,60,91,45,291,336,320,61,50,139,136,346,0.525,0.586,0.296,0.659,0.582,0.556,753,3.6,109,103,0.8,2.8,0.131,-1.4,4.6,3.2,1.8,14.3,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,F,greendr01
Javonte Green,0,2021-22,28,CHI,65,45,1519,176,325,140,224,36,101,80,96,91,185,276,60,67,32,30,132,468,0.542,0.625,0.356,0.833,0.637,0.597,754,4.4,131,112,2.9,1.5,0.139,-0.6,0.7,0.1,0.8,14,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,F,greenja02
Jalen Green,0,2021-22,19,HOU,67,67,2138,406,954,249,496,157,458,188,236,33,193,226,176,44,18,135,103,1157,0.426,0.502,0.343,0.797,0.547,0.508,755,0.7,105,120,0.5,0.2,0.015,-0.5,-2.4,-2.9,-0.5,12.5,1.7,10,5.8,13.1,1,0.8,11.3,23.7,G,greenja05
Jeff Green,0,2021-22,35,DEN,75,63,1849,277,529,224,361,53,168,165,198,41,190,231,96,28,27,71,151,772,0.524,0.62,0.315,0.833,0.627,0.574,756,3.9,119,115,2.7,1.2,0.101,-1.2,-1.3,-2.5,-0.2,12.5,2.6,11.1,7,7.3,0.7,1.3,10.3,16.3,F,greenje02
Rui Hachimura,0,2021-22,23,WAS,42,13,943,187,381,132,258,55,123,46,66,25,135,160,48,23,9,33,53,475,0.491,0.512,0.447,0.697,0.579,0.563,757,1.4,111,116,0.9,0.6,0.073,0.2,-1.7,-1.4,0.1,14.9,3,15.6,9.4,7.9,1.2,0.8,7.4,20.9,F,hachiru01
Tyrese Haliburton,0,2021-22,21,INDSAC,77,77,2695,430,909,269,520,161,389,160,190,61,250,311,628,134,49,199,121,1181,0.473,0.517,0.414,0.842,0.595,0.562,758,7,119,115,5.2,1.8,0.125,2.7,-0.1,2.6,3.1,18.2,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19,G,halibty01
R.J. Hampton,0,2021-22,20,ORL,64,14,1402,175,457,111,274,64,183,75,117,23,171,194,158,42,13,87,101,489,0.383,0.405,0.35,0.641,0.481,0.453,759,-0.2,94,114,-1.3,1.1,-0.005,-4,-0.1,-4.1,-0.7,8.5,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,G,hamptrj01
Tim Hardaway Jr.,0,2021-22,29,DAL,42,20,1245,209,530,107,226,102,304,78,103,13,143,156,92,38,6,34,74,598,0.394,0.473,0.336,0.757,0.52,0.491,760,2,107,111,0.5,1.5,0.077,-0.4,0.2,-0.2,0.6,12.7,1.2,12.8,7,11.4,1.5,0.4,5.6,22,G,hardati02
James Harden,1,2021-22,32,BRKPHI,65,65,2419,407,992,259,544,148,448,470,536,55,445,500,667,82,36,284,153,1432,0.41,0.476,0.33,0.877,0.583,0.485,761,7.6,115,111,4.9,2.7,0.152,3.7,0.3,4,3.7,20.9,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,G,hardeja01
Maurice Harkless,0,2021-22,28,SAC,47,24,863,83,181,52,80,31,101,20,28,12,100,112,23,29,24,31,77,217,0.459,0.65,0.307,0.714,0.561,0.544,762,0.5,101,115,-0.1,0.6,0.026,-3.7,0.4,-3.3,-0.3,7.7,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,F-G,harklma01
Gary Harris,0,2021-22,27,ORL,61,30,1730,240,553,124,251,116,302,83,95,36,86,122,108,59,9,61,112,679,0.434,0.494,0.384,0.874,0.571,0.539,763,2.2,110,116,1.1,1,0.06,-2,-0.4,-2.4,-0.2,10.9,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,G,harriga01
Tobias Harris,0,2021-22,29,PHI,73,73,2543,493,1022,392,747,101,275,170,202,77,419,496,252,47,43,116,164,1257,0.482,0.525,0.367,0.842,0.566,0.532,764,5.6,113,112,3,2.6,0.105,0.6,-0.6,0,1.3,15.9,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,F,harrito02
Josh Hart,0,2021-22,26,NOPPOR,54,53,1791,287,569,214,356,73,213,160,211,62,326,388,224,61,13,114,150,807,0.504,0.601,0.343,0.758,0.61,0.569,765,4.4,117,113,2.8,1.5,0.117,0.5,0.5,0.9,1.3,16.1,3.7,20.7,12,18.9,1.7,0.7,14.7,18.6,G,hartjo01
Jaxson Hayes,0,2021-22,21,NOP,70,28,1398,245,398,225,341,20,57,144,188,115,200,315,43,33,55,54,155,654,0.616,0.66,0.351,0.766,0.68,0.641,766,5.1,132,113,3.7,1.3,0.174,0.6,-0.3,0.2,0.8,18.5,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,F,hayesja02
Killian Hayes,0,2021-22,20,DET,66,40,1647,176,459,132,292,44,167,57,74,36,174,210,277,78,35,111,183,453,0.383,0.452,0.263,0.77,0.461,0.431,767,0.5,97,113,-1,1.5,0.014,-4.3,0.8,-3.5,-0.6,9.3,2.2,12,6.9,24.6,2.3,1.9,18.4,15.7,G,hayeski01
Tyler Herro,0,2021-22,22,MIA,66,10,2151,501,1122,326,683,175,439,190,219,32,297,329,263,44,8,174,95,1367,0.447,0.477,0.399,0.868,0.561,0.525,768,3.8,107,111,1.3,2.4,0.084,1.6,-0.9,0.7,1.5,16.2,1.7,15.4,8.7,20.9,1,0.4,12.5,28.8,G,herroty01
Buddy Hield,0,2021-22,29,INDSAC,81,32,2499,446,1098,184,382,262,716,111,127,66,287,353,229,73,25,153,184,1265,0.406,0.482,0.366,0.874,0.548,0.526,769,1.9,105,117,0.8,1.1,0.036,0.5,-1.7,-1.2,0.5,12.9,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,G-F,hieldbu01
George Hill,0,2021-22,35,MIL,54,17,1253,118,275,77,141,41,134,57,62,38,117,155,120,42,6,41,70,334,0.429,0.546,0.306,0.919,0.552,0.504,770,2.3,117,114,1.3,1,0.087,-2.2,0.6,-1.6,0.1,10.2,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,G,hillge01
Aaron Holiday,0,2021-22,25,PHOWAS,63,15,1021,151,338,112,235,39,103,59,68,24,98,122,153,42,9,67,92,400,0.447,0.477,0.379,0.868,0.544,0.504,771,1.5,108,113,0.5,0.9,0.068,-1.9,0.3,-1.7,0.1,12.6,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,G,holidaa01
Jrue Holiday,0,2021-22,31,MIL,67,64,2208,478,954,346,633,132,321,137,180,69,232,301,457,108,29,183,133,1225,0.501,0.547,0.411,0.761,0.593,0.57,772,6.9,117,112,4.5,2.4,0.15,2.9,0.3,3.2,2.9,19.8,3.4,10.9,7.2,31.8,2.4,1.3,15,23.5,G,holidjr01
Justin Holiday,0,2021-22,32,INDSAC,74,65,2057,261,662,84,180,177,482,50,62,29,161,190,128,57,33,70,154,749,0.394,0.467,0.367,0.806,0.543,0.528,773,1.4,107,118,0.8,0.6,0.033,-1.4,-0.8,-2.2,-0.1,9.5,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,F,holidju01
Richaun Holmes,0,2021-22,28,SAC,45,37,1074,198,300,196,295,2,5,70,90,93,224,317,48,17,41,56,128,468,0.66,0.664,0.4,0.778,0.689,0.663,774,3.2,127,114,2.4,0.9,0.145,-0.4,-0.1,-0.5,0.4,17.8,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,C-F,holmeri01
Al Horford,0,2021-22,35,BOS,69,69,2005,266,569,177,304,89,265,80,95,108,422,530,232,49,92,65,130,701,0.467,0.582,0.336,0.842,0.574,0.546,775,7.6,124,104,3.7,3.8,0.181,1.4,2.9,4.3,3.2,16.7,6,22.2,14.3,16.4,1.2,4.2,9.6,14.8,C-F,horfoal01
Talen Horton-Tucker,0,2021-22,21,LAL,60,19,1511,224,538,175,356,49,182,100,125,37,156,193,159,59,29,82,148,597,0.416,0.492,0.269,0.8,0.503,0.462,776,1.1,102,114,-0.2,1.2,0.033,-3.2,-0.2,-3.3,-0.5,11,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,G-F,hortota01
Kevin Huerter,0,2021-22,23,ATL,74,60,2188,345,760,185,349,160,411,42,52,32,222,254,203,55,26,91,185,892,0.454,0.53,0.389,0.808,0.57,0.559,777,2.8,112,117,1.8,1,0.062,-0.5,-0.7,-1.2,0.4,11.9,1.6,11,6.4,13.2,1.2,1.1,10.4,17.5,G,huertke01
De'Andre Hunter,0,2021-22,24,ATL,53,52,1577,254,575,180,380,74,195,127,166,26,150,176,68,36,21,69,155,709,0.442,0.474,0.379,0.765,0.547,0.506,778,1.1,106,117,0.4,0.7,0.034,-2.4,-1.5,-3.9,-0.8,10.6,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,F,huntede01
Joe Ingles,0,2021-22,34,UTA,45,15,1122,115,285,37,60,78,225,17,22,12,119,131,158,23,5,46,82,325,0.404,0.617,0.347,0.773,0.551,0.54,779,2.2,117,114,1.3,0.9,0.094,-0.7,0.5,-0.3,0.5,10,1.2,11.2,6.4,19,1,0.4,13.5,13.2,F-G,inglejo01
Brandon Ingram,0,2021-22,24,NOP,55,55,1869,453,983,379,757,74,226,266,322,35,285,320,307,34,26,151,119,1246,0.461,0.501,0.327,0.826,0.554,0.498,780,3.9,111,115,2.5,1.3,0.099,2.6,-0.6,2,1.9,18.7,2,17.3,9.5,27.8,0.9,1.3,11.8,29.3,F,ingrabr01
